,Search_Location,Search_Keywords,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time,Unnamed: 10
79,"New York, NY",social impact,COORDINATED ENTRY CONSULTANT,https://www.indeed.com/rc/clk?jk=4f2ab676a233f34e&fccid=f97367b3ac9546b1&vjs=3,NYC Careers, A baccalaureate degree issued after completion of a four-year course in an accredited college or university and a master's degree from an accredited school of,"Manhattan, NY 10048","Posted
Posted 2 days ago",2.5,09/10/2022,
80,"New York, NY",social impact,"Director, Communications - Community Impact",https://www.indeed.com/rc/clk?jk=03c34f2a244e2469&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch," Strong media relations experience with a sophisticated understanding of social media.
 Be energized by real-time storytelling, capitalizing on moments in culture","New York, NY","Posted
Posted 30+ days ago",3.7,09/10/2022,
81,"New York, NY",social impact,Sustainability Data Analyst,https://www.indeed.com/rc/clk?jk=9bd2e03ab5f5ff5b&fccid=d9162e48c444e6e3&vjs=3,Colgate-Palmolive," Research mentality with a focus on sustainability, scenario analysis and impact valuation modeling.
 Analyze open source and social media data to identity trends","New York, NY 10022 
(Midtown area)","Posted
Posted 30+ days ago",4.3,09/10/2022,
82,"New York, NY",social impact,"Manager of Criminal Justice, Pretrial",https://www.indeed.com/rc/clk?jk=503cb95978ac9706&fccid=4e686c5fc7100b88&vjs=3,Arnold Ventures LLC," In collaboration with the Director of Criminal Justice, Pretrial, identify, assess, and develop high-impact investment opportunities and recommendations for","New York, NY 10019 
(Midtown area)","Posted
Posted 30+ days ago",,09/10/2022,
83,"New York, NY",social impact,"Publicist, Atria Books",https://www.indeed.com/rc/clk?jk=545e650634b0cd4c&fccid=df30a08564cdd12e&vjs=3,Simon & Schuster, This person will demonstrate an expertise in publicizing fiction and non-fiction books across a variety of genres,"New York, NY 10020 
(Midtown area)","Posted
Just posted",3.6,09/10/2022,
84,"New York, NY",social impact,"Director, Diversity & Inclusion",https://www.indeed.com/rc/clk?jk=4300fd708afcb585&fccid=7ca1385998532a85&vjs=3,Conde Nast," Design, develop and implement innovative D&I strategies, programs and initiatives with proven impact;
 Leverage data and metrics to measure progress and impact,","New York, NY","Posted
Posted 30+ days ago",4,09/10/2022,
85,"New York, NY",social impact,Business Insights Fellow,https://www.indeed.com/rc/clk?jk=3dcf07a7e4dd175d&fccid=6576e7250aa78c3c&vjs=3,McKinsey & Company, Your work will include internally focused projects as well as a potential client facing opportunity which will range from internal operations (such as,"New York, NY","Posted
Posted 30+ days ago",4.3,09/10/2022,
86,"New York, NY",social impact,Senior DEI Facilitator,https://www.indeed.com/rc/clk?jk=79a1b56de28e3c7c&fccid=a077969f6c28a2eb&vjs=3,ReadySet," We also develop strategic Diversity, Equity, and Inclusion plans, review and revamp organizational policies and programs, run workshops and training, and advise","Remote in New York, NY","Posted
Posted 30+ days ago",,09/10/2022,
87,"New York, NY",social impact,"Director, Social & Community",https://www.indeed.com/rc/clk?jk=7ae79fff1068d0c9&fccid=a972580043b07190&vjs=3,Away," Define vision and strategy for a comprehensive, integrated social media and influencer marketing practice that amplifies our overall marcom strategy and drives","Hybrid remote in New York, NY","Posted
Posted 16 days ago",3,09/10/2022,
88,"New York, NY",social impact,"Senior Vice President, Customer Care, Paramount Global",https://www.indeed.com/rc/clk?jk=9c2ccbfe963b262f&fccid=30cb52ad6dd37131&vjs=3,Paramount+," Experience navigating Voice, Email, social media and Chat customer care channels.
 The Senior Vice President, Customer Care, will directly oversee global","New York, NY 10016 
(Gramercy area)","Posted
Posted 6 days ago",3.9,09/10/2022,
89,"New York, NY",social impact,Manager of Entertainment and Influencer,https://www.indeed.com/rc/clk?jk=206b28bbb08bacda&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch," Assist in developing influencer campaign strategy, understand budgets, planning and impact.
 Collaborate with fellow marketing and social media coordinators to","New York, NY","Posted
Posted 30+ days ago",3.7,09/10/2022,
90,"New York, NY",social impact,Social Impact Marketing Manager,https://www.indeed.com/rc/clk?jk=05b044279069490f&fccid=b95f9eb47968fa13&vjs=3,Boston Consulting Group, A lighthouse case is a client story and reference from a known and respected brand—usually following SI Investment (i.e. partially discounted) client work—that,"New York, NY 10022 
(Midtown area)","Posted
Posted 30+ days ago",4.2,09/10/2022,
91,"New York, NY",social impact,HR Benefits Coordinator,https://www.indeed.com/rc/clk?jk=2746d7c428126851&fccid=4f8daa48ef966ab5&vjs=3,Paramount," This role will offer you exposure to a wide range of Company HR leave policies and Federal and State regulations.
 Attend online and onsite meetings","New York, NY 10036","Posted
Posted 2 days ago",3.5,09/10/2022,
92,"New York, NY",social impact,"AVP - Digital Content Factory, LUXE",https://www.indeed.com/rc/clk?jk=4ce8bc4a1111b144&fccid=ec8a0bd60be9a6f5&vjs=3,L'Oreal," Responsibilities include oversight of digital programs (paid / owned) strategy, concepting through execution inclusive of video, high impact imagery and social","New York, NY","Posted
Posted 11 days ago",4.1,09/10/2022,
93,"New York, NY",social impact,Speechwriter,https://www.indeed.com/rc/clk?jk=5184b70f7bb5bd79&fccid=c84fc6b7ec7ae769&vjs=3,Vera Institute of Justice," A passion for social justice.
 Regularly consume relevant news' traditional and social media.
 Impact for Vera through cause marketing efforts, philanthropy, and","Remote in Brooklyn, NY 11232","Posted
Posted 30+ days ago",3.9,09/10/2022,
94,"New York, NY",social impact,Manager of Social Work,https://www.indeed.com/company/StreetSquash-Harlem/jobs/Manager-Social-Work-969815be77a8d30b?fccid=27def1ee183e645d&vjs=3,StreetSquash," Oversee social work and team budget in conjunction with the PD.
 Develop and lead weekly social-emotional curriculum and enrichment programming","New York, NY 10026 
(Harlem area)","Posted
Posted 11 days ago",,09/10/2022,
95,"New York, NY",social impact,"Temporary Sales Support Associate, Meatpacking",https://www.indeed.com/rc/clk?jk=150d539349774fe1&fccid=de640f613b6c0608&vjs=3,HERMES OF PARIS INC., The Hermès Meatpacking Boutique opened in 2019 and focuses on providing extraordinary service to clients as a part of the New York City Region,"New York, NY","Posted
Posted 25 days ago",4,09/10/2022,
96,"New York, NY",social impact,2023 Capital Markets Full-Time Analyst Program,https://www.indeed.com/rc/clk?jk=d3396153a82ac07c&fccid=4fff4280b3334971&vjs=3,Credit Suisse Campus," The Analyst Program begins with a five-week, robust training program crafted to cover accounting, corporate finance, financial modeling, research and valuation","New York, NY","Posted
Posted 30+ days ago",,09/10/2022,
97,"New York, NY",social impact,Adaptation and Resilience Consultant,https://www.indeed.com/rc/clk?jk=492484701377600e&fccid=38c0d5e4f2a99768&vjs=3,Arup," Understanding of the impacts of climate change and strategies for adaptation and resilience.
 Undertake, deliver, and help manage qualitative and quantitative","New York, NY","Posted
Posted 30+ days ago",4.1,09/10/2022,
98,"New York, NY",social impact,"Social Science Fellow, Voting Rights",https://www.indeed.com/rc/clk?jk=80fea49f2bca43a1&fccid=c9e4b39819f53556&vjs=3,ACLU - National Office," Experience using ecological inference, simulation analyses, and other social science methods to analyze voting patterns in redistricting","Remote in New York, NY","Posted
Posted 29 days ago",,09/10/2022,
99,"New York, NY",social impact,WGA Producer,https://www.indeed.com/rc/clk?jk=3eb56b468679428a&fccid=9a3c3f5c019b5d02&vjs=3,CBS News," Source and edit video elements, including from agency partners and social media.
 This person must have strong news writing skills and a talent for producing","New York, NY 10019 
(Midtown area)","Posted
Posted 3 days ago",3.9,09/10/2022,
100,"New York, NY",social impact,Sr Social Media Producer - Sportsline (Freelance),https://www.indeed.com/rc/clk?jk=aab3109cd6a62266&fccid=30cb52ad6dd37131&vjs=3,CBS Sports," Provide direction to social designers and video editors to build social content.
 Use social to drive referral traffic to Sportsline.com","New York, NY 10036","Posted
Posted 18 days ago",3.9,09/10/2022,
101,"New York, NY",social impact,Senior Multimedia Producer,https://www.indeed.com/rc/clk?jk=61723f7e135b7b31&fccid=b386980fa584d9b2&vjs=3,ACLU," Track video metrics across social platforms.
 Optimize video and photo content for social platforms including YouTube, Facebook, Twitter, and Instagram","New York, NY 10004 
(Financial District area)","Posted
Posted 30+ days ago",4.3,09/10/2022,
102,"New York, NY",social impact,Senior Director of People and Culture,https://www.indeed.com/rc/clk?jk=5cefc45f6c4e4aa9&fccid=cf87932c6fa2c6ab&vjs=3,Madre," Using these strategies, MADRE provides long-term and flexible financial and direct service support to community-based women’s and girls’ groups who are largely","Remote in New York, NY 10001","Posted
Posted 30+ days ago",3.9,09/10/2022,
103,"New York, NY",social impact,"BH Case Mgr II (New York, US)",https://www.indeed.com/rc/clk?jk=7d6a4a33ea67bb87&fccid=2a4da7fa99f4b9ae&vjs=3,Elevance Health," Requires MA/MS in social work counseling or a related behavioral health field or a degree in nursing, and minimum of 3 years of clinical experience in social","New York, NY","Posted
Posted 2 days ago",3.6,09/10/2022,
104,"New York, NY",social impact,Chief of Staff,https://www.indeed.com/rc/clk?jk=199fa59aeec7c615&fccid=197710bcdd4360b8&vjs=3,DREAM Charter School," Reporting to the co-CEOs, the Chief of Staff will be responsible for facilitating the execution of complex, organization-wide initiatives and projects in close","New York, NY 10029 
(East Harlem area)","Posted
Posted 30+ days ago",3.9,09/10/2022,
105,"New York, NY",social impact,"SOCIAL WORKER (BA, BS, BSW) BH - FT EVENINGS 24214",https://www.indeed.com/rc/clk?jk=977599306c66a625&fccid=5af24bc79a9f655c&vjs=3,New Bridge Medical Center," Bachelor’s degree psychology or social work from an accredited school.
 One to two years prior experience preferred in social work or comparable experience","Paramus, NJ 07652","Posted
Posted 30+ days ago",3,09/10/2022,
106,"New York, NY",social impact,"Analyst, Insights & Research",https://www.indeed.com/rc/clk?jk=e081adbb7593763d&fccid=2ae80f4147765b67&vjs=3,Ketchum," Workplace and off-site social gatherings.
 Interest in social media platforms and how companies are using the tools to drive brand awareness, engagement, and","Remote in New York, NY 10001","Posted
Posted 9 days ago",3.8,09/10/2022,
107,"New York, NY",social impact,Government Relations Representative,https://www.indeed.com/rc/clk?jk=6713e086a94f6dc0&fccid=79d765fbdf57b7d6&vjs=3,NATIONAL GRID CO USA (NE POWER)," Act as a community leader to represent National Grid on issues that may impact the community.
 Must have the ability to work in diverse communities with a","Brooklyn, NY","Posted
Posted 30+ days ago",3.7,09/10/2022,
108,"New York, NY",social impact,"Associate, Paid Social",https://www.indeed.com/rc/clk?jk=5e1f67ef577de8a9&fccid=feb484a8aef310be&vjs=3,GroupM," Support social strategy development by compiling client research, competitive data and social platform information","New York, NY 10007 
(Financial District area)","Posted
Posted 30+ days ago",3.8,09/10/2022,
109,"New York, NY",social impact,"Publicity Assistant, Random House (Open to Remote)",https://www.indeed.com/rc/clk?jk=ba331cd715c8ff1c&fccid=2e55c073eaa56262&vjs=3,Penguin Random House LLC," Assistance in carrying out high-impact publicity campaigns for non-fiction titles, notably in the politics, history, social justice, business, and pop culture","Remote in New York, NY 10017","Posted
Posted 16 days ago",3.9,09/10/2022,
110,"New York, NY",social impact,"Lead, Music Industry Organizations",https://www.indeed.com/rc/clk?jk=d0eaf9f60df5d48a&fccid=fe404d18bb9eef1e&vjs=3,Spotify," In this role, you will develop and oversee strategic relationships with US Artist & Industry Organizations, in addition to driving partnerships that enable","New York, NY","Posted
Posted 11 days ago",4.3,09/10/2022,
111,"New York, NY",social impact,"Vice President, Education",https://www.indeed.com/rc/clk?jk=fbfdf9a3822fde84&fccid=475449500ecde065&vjs=3,United Way," Identifies efforts that will have the greatest strategic impact.
 Convene and lead citywide strategy and collective impact work around education equity","New York, NY","Posted
Posted 30+ days ago",4.1,09/10/2022,
112,"New York, NY",social impact,"Executive Director, Social Media & Brand Community - La Mer",https://www.indeed.com/rc/clk?jk=59fe88a677bd8f5d&fccid=5cbdaa742f7e51f3&vjs=3,The Estée Lauder Companies," Deep knowledge of social media.
 In partnership with the Regions and Markets, support local social rollout plans to accelerate and elevate La Mer’s social","New York, NY","Posted
Posted 30+ days ago",4,09/10/2022,
113,"New York, NY",social impact,"Associate Director, Social Media",https://www.indeed.com/rc/clk?jk=5c1243f1eee9e658&fccid=f2c8db2d75b00437&vjs=3,"Horizon Media, Inc."," 5 + years previous paid social media experience.
 Comfort owning and managing budget/investment levels in social media","New York, NY","Posted
Posted 8 days ago",3.8,09/10/2022,
